id|name|description
3ff18578-7681-54fc-8fec-58ab1723eabc|Vertex Ordering-based Communication Reduction|The authors propose a solution that utilizes a carefully chosen total ordering among all vertices in the graph to reduce communication overhead. This ordering is used to decide which cliques to enumerate within each task and to eliminate redundant search paths within the enumeration search tree.
290b2126-466b-51b6-8cd8-94f591f1e833|Subgraph Rank (SGRK) Algorithm|The SGRK algorithm is a novel solution proposed by the authors to address the scalability challenges in graph processing. It is designed to efficiently compute PageRank values for large-scale graphs by leveraging the subgraph centric programming abstraction. The SGRK algorithm uses a combination of local PageRank (LPR) and global PageRank (GPR) phases to compute the PageRank values. The LPR phase computes the PageRank values for each subgraph, while the GPR phase aggregates the PageRank values from each subgraph to obtain the final PageRank values. The algorithm also uses a fair initialization vector, SG by G, to ensure that the PageRank values are fairly distributed among the subgraphs. The paper presents experimental results showing that the SGRK algorithm outperforms the native PageRank and BlockRank algorithms in terms of scalability. Specifically, the SGRK algorithm achieves a speedup of 23-74 for most graphs evaluated, while achieving an equivalent PageRank quality.
374e736d-832e-5bab-beb9-16122349dd50|BlockRank with PageRank-like Distribution Logic (BRDL)|The BRDL algorithm is another solution proposed by the authors to address the scalability challenges in graph processing. It is designed to improve the performance of the BlockRank algorithm by using a PageRank-like distribution logic. The BRDL algorithm uses a PageRank-like distribution logic to distribute the PageRank values among the subgraphs. This approach is different from the native BlockRank algorithm, which uses a block-level PageRank distribution logic. The paper presents experimental results showing that the BRDL algorithm outperforms the native BlockRank algorithm in terms of scalability. Specifically, the BRDL algorithm achieves a speedup of 2-5 for most graphs evaluated, while achieving an equivalent PageRank quality.
089af030-e356-567f-ad7f-04563ceaa746|BlockRank with SG by G Initialization Vector (BRIV)|The BRIV algorithm is another solution proposed by the authors to address the scalability challenges in graph processing. It is designed to improve the performance of the BlockRank algorithm by using a fair initialization vector, SG by G. The BRIV algorithm uses a fair initialization vector, SG by G, to ensure that the PageRank values are fairly distributed among the subgraphs. This approach is different from the native BlockRank algorithm, which uses a block-level PageRank initialization logic. The paper presents experimental results showing that the BRIV algorithm outperforms the native BlockRank algorithm in terms of scalability. Specifically, the BRIV algorithm achieves a speedup of 2-5 for most graphs evaluated, while achieving an equivalent PageRank quality.
6b0a5880-fd01-5c62-9612-c1cca03afecf|BlockRank with PageRank-like Distribution Logic and SG by G Initialization Vector (BRDI)|The BRDI algorithm is another solution proposed by the authors to address the scalability challenges in graph processing. It is designed to improve the performance of the BlockRank algorithm by using a combination of PageRank-like distribution logic and a fair initialization vector, SG by G. The BRDI algorithm uses a combination of PageRank-like distribution logic and a fair initialization vector, SG by G, to ensure that the PageRank values are fairly distributed among the subgraphs. This approach is different from the native BlockRank algorithm, which uses a block-level PageRank distribution logic and initialization logic. The paper presents experimental results showing that the BRDI algorithm outperforms the native BlockRank algorithm in terms of scalability. Specifically, the BRDI algorithm achieves a speedup of 2-5 for most graphs evaluated, while achieving an equivalent PageRank quality.
057743f5-2fcc-55b4-b5b9-4265ac80f922|Subgraph-Centric Load Balancing|The authors propose a subgraph-centric approach to load balancing, where the graph is partitioned into subgraphs, and each subgraph is processed independently. This approach allows for more efficient use of resources and reduces communication overhead.
37cc40f0-9030-5b3d-8ee4-5fd7318c9d55|BlockRank with SG by G Initialization Vector|The authors propose a variation of the BlockRank algorithm that uses a novel initialization vector, SG by G, to improve load balancing. This approach allows for more efficient computation of PageRank values and reduces the risk of bottlenecks.
c42009c6-2373-522b-93f2-58c5972360d1|Subgraph Rank with PageRank-like Distribution Logic|The authors propose a variation of the Subgraph Rank algorithm that uses a PageRank-like distribution logic to improve load balancing. This approach allows for more efficient computation of PageRank values and reduces the risk of bottlenecks.
2a04ad71-759e-53ac-8a91-5db5f506e37d|Subgraph-Centric Programming Abstraction|The authors propose a subgraph-centric programming abstraction as a solution to minimize communication overhead in distributed graph processing systems. This approach involves partitioning the graph into subgraphs and processing each subgraph independently, reducing the need for communication between nodes.
0c1e0d6e-01dc-5160-86cd-8c4728c95e5a|BlockRank Algorithm with Subgraph-Centric Initialization|The authors propose a variation of the BlockRank algorithm that uses a subgraph-centric initialization vector to reduce communication overhead. This approach involves initializing the PageRank values of each subgraph using a localized computation, reducing the need for global synchronization and communication.
457c9576-4dbb-5c8d-9559-23b75e7a50ab|GoFFish Platform with Subgraph-Centric Storage|The authors propose the use of the GoFFish platform, which provides a subgraph-centric storage model that reduces communication overhead. This approach involves storing each subgraph independently and only exchanging necessary information between subgraphs.
aee9fd6e-909a-58a9-a56a-11fbc826d614|Tight Simulation|Tight simulation is a novel graph pattern matching model that addresses scalability challenges by providing a more stringent notion than strong simulation while being looser than subgraph isomorphism. It extracts a ball from the data graph with a radius equal to the radius of the query graph, ensuring that the result match graph preserves all subgraph isomorphic matches of the query graph.
232c2e51-0fb6-584a-b881-07f4e396737e|Vertex-Centric Distributed Algorithm|The authors propose a vertex-centric distributed algorithm for graph pattern matching, which addresses scalability challenges by distributing the computation among multiple workers. Each worker handles a partition of vertices, and vertices can exchange messages through successive supersteps to learn about their neighborhood or accomplish a computing task.
3683ac8c-70ad-5a95-a722-0d196503dd5c|Distributed Dual Simulation|The authors propose a distributed algorithm for dual simulation, which addresses scalability challenges by extending the distributed algorithm for graph simulation to check parent relationships as well.
569a7de8-8964-5a72-926d-26bff6c40f12|Strict Simulation|The authors propose a strict simulation model, which addresses scalability challenges by providing a more stringent notion than strong simulation while being looser than subgraph isomorphism. It extracts a ball from the data graph with a radius equal to the diameter of the query graph, ensuring that the result match graph preserves all subgraph isomorphic matches of the query graph.
51fc999d-26cf-5074-9a8f-641ef9ad81db|Tight Simulation Model|The authors propose a novel graph simulation model called tight simulation, which is designed to minimize communication overhead by reducing the number of messages exchanged between nodes. Tight simulation achieves this by selecting a single vertex as a candidate match to the center of a potential ball on the data graph, and then creating a ball around it with a radius equal to the radius of the query graph. This approach reduces the number of messages required for ball creation, resulting in lower communication overhead.
b2fd529c-0128-53ec-97f0-f58185cde61b|Ball Creation Optimization|The authors propose an optimization technique for ball creation, which is designed to minimize communication overhead by reducing the number of messages exchanged between nodes. The technique uses a BFS-style algorithm for discovering balls, which reduces the number of supersteps required for the algorithm to terminate.
b647fc01-4242-5996-a6ce-edfb9647a2b5|Sparsity Optimization|The authors propose a sparsity optimization technique to reduce the computational cost of the algorithm by dynamically selecting between sparse matrix-vector multiplication (SpMV) and sparse matrix-sparse vector multiplication (SpMSpV) based on the number of vertices modified in each iteration.
b5638106-67ec-5f9e-b423-04ce747bb134|Broadcasting-based Implementation|The authors propose a broadcasting-based implementation for the extract and assign operations to reduce the load balancing issue caused by skewed access patterns.
4f88c2d4-2952-5459-a727-11b41f050748|Manual Implementation of Extract and Assign Operations|The authors propose a manual implementation of the extract and assign operations to avoid the load balancing issue caused by the default implementation in CombBLAS.
c17d0f3a-8e5f-5a9a-87ee-2a3db0cee6f4|Early Termination Detection|The authors propose an early termination detection technique to reduce the number of iterations required by the algorithm.
7be62ede-43ce-517d-a1b6-cc6205b317b3|Broadcasting-based Implementation for Extract and Assign Operations|The authors propose a broadcasting-based implementation for the extract and assign operations to address the load balancing challenge. This solution involves broadcasting the data to all processing units, ensuring that each unit has access to the required data, thereby reducing the load imbalance caused by uneven data distribution.
4d9c74e4-e5d4-5214-854d-3a799063f295|SpMSpV-based Optimization for Last Few Iterations|The authors propose an optimization technique that uses SpMSpV (Sparse Matrix-Sparse Vector multiplication) instead of SpMV (Sparse Matrix-Vector multiplication) for the last few iterations of the algorithm. This solution addresses the load balancing challenge by reducing the computational workload and communication overhead.
42055203-6612-5936-ad38-bf8cb52b4f56|Hierarchically Grouped Distributed Vertex Hashing TRI ST IMPR (DVHT i)|DVHT i is a distributed algorithm that addresses scalability challenges by utilizing a hierarchically grouped architecture with multiple masters and aggregators. This approach enables the efficient processing of large-scale graph data streams by distributing the workload across multiple machines.
96707817-cc1a-5a0f-8a4f-d391fa8430e4|Distributed Edge Hashing TRI ST BASE (DEHT b)|DEHT b is a distributed algorithm that addresses scalability challenges by utilizing an edge hash function to map edges to workers. This approach enables the efficient distribution of edges across workers, reducing communication overhead and improving workload balance.
c04d6f12-b8aa-59fc-a8ac-899b5a4cc4c3|Distributed Edge Hashing TRI ST IMPR (DEHT i)|DEHT i is a distributed algorithm that addresses scalability challenges by utilizing an edge hash function to map edges to workers. This approach enables the efficient distribution of edges across workers, reducing communication overhead and improving workload balance.
a12ed6a5-7871-5dfa-880b-03f0e07d0594|Distributed Vertex Hashing TRI ST BASE (DVHT b)|DVHT b is a distributed algorithm that addresses scalability challenges by utilizing a vertex hash function to map vertices to workers. This approach enables the efficient distribution of edges across workers, reducing communication overhead and improving workload balance.
93c5d164-cfc1-5f0f-9e9c-c36e24852cdf|Distributed Edge Hashing (DEH)|The authors propose a solution called Distributed Edge Hashing (DEH), which addresses the load balancing challenge by distributing edges to workers using an edge hash function. This approach ensures that each edge is distributed equally to workers, resulting in a more balanced workload.
5bcd9b2f-492c-58f6-b1b4-bd363a34e86e|Hierarchically Grouped Distributed Vertex Hashing (HGDVH)|The authors propose another solution called Hierarchically Grouped Distributed Vertex Hashing (HGDVH), which addresses the load balancing challenge by using a hierarchical grouping of workers and aggregators. This approach allows for a more efficient distribution of edges and reduces communication overhead.
e098f8c8-8ef1-5e3f-bdd8-3b2870fc825b|Distributed Vertex Hashing (DVH)|The authors propose a solution called Distributed Vertex Hashing (DVH), which addresses the load balancing challenge by distributing edges to workers using a vertex hash function. This approach ensures that each edge is distributed to the corresponding worker, resulting in a more balanced workload.
5e6cbd62-afd0-51ef-92c7-21f5acbf200e|Distributed Edge Hashing with Multiple Masters (DEHMM)|The authors propose a solution called Distributed Edge Hashing with Multiple Masters (DEHMM), which addresses the load balancing challenge by using multiple masters to distribute edges to workers. This approach allows for a more efficient distribution of edges and reduces communication overhead.
ef2fabce-2e47-5866-b2d6-300fcb1dfa00|Distributed Edge Hashing (DEHT)|DEHT is a solution that addresses the communication overhead minimization challenge by using an edge hash function to map edges to workers directly. This approach reduces the communication overhead on the master by increasing unicast edges and enables the edge to be distributed in many manners, not just broadcast.
2356a36b-9f62-59c9-827b-04aafb6f0663|Distributed Vertex Hashing (DVHT)|DVHT is a solution that addresses the communication overhead minimization challenge by using a vertex hash function to map vertices to workers. This approach reduces the communication overhead on the master by distributing edges to workers based on the hash values of the vertices.
3c162770-edc9-5bb8-a892-9aebbed1f528|Improved Master-Worker-Aggregator Architecture|The improved Master-Worker-Aggregator architecture is a solution that addresses the communication overhead minimization challenge by using multiple masters and hierarchically grouped aggregators. This approach reduces the load on the single master and aggregator, performing the distributed processing ability better.
b3870d9b-5a6f-521e-89a9-6be135609a32|Path-Based Holistic Detection Plan|The authors propose a path-based holistic detection plan to address the scalability challenges in distributed graph processing frameworks. This plan involves constructing a holistic evaluation plan for multiple queries, which reduces the overall cost by finding frequent paths among queries and reusing the shared computation and communication.
0d3a2158-66e2-5d58-a13d-9b3458bb61fe|Query Set-Aware Sink Vertex Selection|The authors propose a query set-aware sink vertex selection strategy to address the scalability challenges in distributed graph processing frameworks. This strategy involves selecting the sink vertex for each query considering the query set, which reduces the redundant computation and communication cost.
edc68bb7-4635-5cbf-8b5c-8c6c522f3bdc|Rule Merging with Message Superset|The authors propose a rule merging strategy with message superset to address the scalability challenges in distributed graph processing frameworks. This strategy involves merging rules with a message superset, which reduces the redundant computation and communication cost.
fd0f0a45-3aaf-57a3-879e-3ccf10800d26|Rule Sharing with Common Join|The authors propose a rule sharing strategy with common join to address the scalability challenges in distributed graph processing frameworks. This strategy involves sharing rules with common join, which reduces the redundant computation and communication cost.
e5bbed8d-8960-571e-a86e-a522b278807f|Path-Based Edge Covered Plan|The authors propose a path-based edge covered plan to address the load balancing challenge. This plan involves decomposing the query graph into a set of paths, which are then used to guide the message passing process in the distributed graph processing system. The plan uses a path-based approach to distribute the workload, which allows for more even distribution of computational tasks across processing units. The plan also takes into account the structural constraints of the query graph, ensuring that the workload is balanced while maintaining the correctness of the query results. The paper reports that the proposed plan achieves a 30-70X performance improvement on 300 queries compared to existing methods.
edc1e32e-1d1d-5473-88b6-1a25256f5dc8|Frequent Path Selection|The authors propose a frequent path selection strategy to address the load balancing challenge. This strategy involves selecting the most frequent paths in the query graph, which are then used to guide the message passing process. The strategy uses a frequency-based approach to select the most important paths in the query graph, which helps to balance the workload across processing units. The strategy also takes into account the structural constraints of the query graph, ensuring that the workload is balanced while maintaining the correctness of the query results. The paper reports that the proposed strategy achieves a 20-40% reduction in evaluation time and a 30-50% reduction in messages compared to existing methods.
0f2a96bc-76ef-5d49-87df-be572a16db7a|Query Set Aware Sink Vertex Selection|The authors propose a query set aware sink vertex selection strategy to minimize communication overhead in distributed graph processing systems. This strategy involves selecting the sink vertex for each query based on the local structural information and the query set.
84c9d317-3362-5fba-9b23-2f3ff968df7a|Distributed Lovász Local Lemma (DLLL)|The authors propose a distributed algorithm for the Lovász Local Lemma (LLL), which is a powerful tool for solving graph coloring problems. The DLLL algorithm is designed to efficiently handle large-scale graphs by distributing the computation across multiple nodes.
d08bdc1d-1eb5-5900-83b4-7689ec730588|Graph Decomposition|The authors propose a graph decomposition technique that partitions the graph into smaller subgraphs, each of which can be colored independently. This technique is designed to reduce the computational complexity of the graph coloring problem and make it more scalable.
abcf922b-d137-5349-8663-9339d33437fd|Semi-Random Coloring|The authors propose a semi-random coloring algorithm that combines randomization and local computation to solve the graph coloring problem. The algorithm is designed to efficiently handle large-scale graphs by using a combination of randomization and local computation.
5ad34173-0dfd-5dc0-9231-64d1fc0f265e|Deg-1 List Coloring|The authors propose using a deg-1 list coloring algorithm to minimize communication overhead in distributed graph processing systems. This algorithm assigns colors to nodes based on their degree, reducing the need for communication between nodes.
118736ae-38ee-5b1a-8e60-4bf83ea7d222|2-4k Dense Decomposition|The authors propose using a 2-4k dense decomposition algorithm to minimize communication overhead in distributed graph processing systems. This algorithm partitions the graph into dense and sparse components, reducing the need for communication between nodes.
e3fcfebf-2607-5266-9deb-720e02d6cfa8|Buffered Distributed Memory Approach|The authors propose a buffered distributed memory approach to address the scalability challenges in graph processing. This approach involves using a user-defined buffer size to control the amount of data exchanged between processes, reducing the memory requirements and improving performance.
fddbfead-95d9-5b55-88d9-ddb9357be12f|Bloom Filter-based Edge Query|The authors propose using Bloom Filters to improve the edge membership query performance in graph processing. This approach reduces the false positive rate and improves performance by trading off quality.
c73c51e7-fa43-5d54-921c-df12192c1152|Communication-Avoiding Bloom Filter|The authors propose a communication-avoiding Bloom Filter approach to reduce the overall communication volume in graph processing. This approach uses Bloom Filters to encode the outgoing edges on the sender side, reducing the amount of data exchanged between processes.
b013ee9b-3b6f-58d5-8c05-e8fe5b6ac54c|C Associative Containers|The authors propose using C associative containers to store remote edges and improve edge lookups in graph processing. This approach reduces the memory requirements and improves performance.
5d6ecabe-df21-52cc-bde1-837f1a8b5b51|Vertex-Based Partitioning with Edge Balancing|The authors propose a variant of vertex-based partitioning, where they aim to balance the edges across processes, leading to fewer cut edges, a relatively compact process graph, and possibly dissimilar vertices per process. This solution involves a different approach to graph partitioning, focusing on balancing edges rather than vertices. This is achieved by considering the number of edges per process and trying to distribute them evenly, which can lead to a more balanced workload and reduced communication overhead. The paper does not provide specific results for this solution, but it is mentioned as a strategy to improve load balancing.
138ca04d-3011-59fd-890a-fc1fe73af329|Bloom Filter-Based Edge Query|The authors propose using Bloom Filters to accelerate the performance of edge lookups, which is invoked after the remote edges are received. This solution involves using a probabilistic data structure, Bloom Filters, to improve the edge membership query performance, trading off quality for performance. The paper reports that this approach can lead to a performance improvement of up to 10-7 for graphs with hundreds of millions of triangles.
f66a91e1-17a8-511e-8f68-11be3f303d18|MPI Nonblocking Point-to-Point Interface|The authors propose using MPI nonblocking point-to-point interface to reduce communication overhead by allowing for asynchronous data exchange between nodes.
4b553efd-676f-5e19-ac92-89abfd8f81e8|Message Aggregation Buffering|The authors propose using message aggregation buffering to reduce communication overhead by aggregating multiple messages into a single buffer.
8c250af9-1b44-54c7-b925-97a1b441c69c|Serialization and Transparent Caching|The authors propose using serialization and transparent caching to reduce communication overhead by minimizing data exchange and optimizing cache usage.
585b6f34-f380-5d32-b564-ea911a9574bf|GA LP (Genetic Algorithm based on Label Propagation)|GA LP is a local-based genetic algorithm that refines the results of the Label Propagation (LP) algorithm to detect communities in large-scale directed networks.
f9ad205f-eb8d-5547-8d45-9b77a94f0e9c|HavoqGT Framework|The authors propose the HavoqGT framework as a solution to address scalability challenges in graph processing. HavoqGT is a distributed graph processing framework that uses a vertex-centric approach and supports asynchronous processing.
836a1f8d-2e47-5ea9-bfff-54684a9387b2|Search Space Reduction|The authors propose a search space reduction technique to address scalability challenges in graph pattern matching. This technique reduces the search space by eliminating non-matching parts of the background graph and reloading the problem on a smaller set of nodes.
53dc234a-a6f4-5c5f-8b82-eb1cdd52e0c5|Multi-Level Parallelism|The authors propose a multi-level parallelism approach to address scalability challenges in graph processing. This approach offers multiple levels of parallelism, including vertex-level parallelism, edge-level parallelism, and node-level parallelism.
86687de7-52b5-52e9-bf8e-4f9b2ebb9563|Load Balancing through Reshuffling|The authors propose a load balancing technique through reshuffling to address scalability challenges in graph processing. This technique reshuffles the vertex-to-processor assignment to evenly distribute vertices and edges across processing cores.
93adf0de-a65d-5e72-97f1-f2497c239000|Load Balancing through Reloading on a Smaller Processor Set|The authors propose another load balancing solution that involves reloading the pruned graph on a smaller set of nodes, enabling parallel prototype search. This approach is specifically designed to address the load balancing challenge in distributed graph processing systems.
1673b49c-0af3-5a30-8bd8-a27ced978bfb|Asynchronous Processing with Vertex Delegates|The authors propose using asynchronous processing with vertex delegates to minimize communication overhead. This approach allows for overlapping communication with computation, reducing the time spent waiting for messages and improving overall system performance.
29ad3a6c-31b3-56c3-b583-dab0d51136d7|Redundant Work Elimination|The authors propose eliminating redundant work to minimize communication overhead. This approach involves reusing the results of constraint checking to avoid redundant checks and reduce communication overhead.
42794f76-ff8f-5aca-a0df-7bca4b90566c|iCENTRAL|iCENTRAL is a novel incremental algorithm for updating betweenness centrality in evolving graphs. It scales to large graphs by requiring space linear to the graph size.
30890c45-b894-57d7-a268-7f1a0366d528|Parallel iCENTRAL|Parallel iCENTRAL is a shared-memory multi-threaded implementation and a distributed memory implementation of the iCENTRAL algorithm. It scales to large graphs by performing many independent breadth-first traversals in parallel.
b3317387-c44d-533c-9ab1-770c38e6c69f|Biconnected Components Decomposition|Biconnected components decomposition is a graph decomposition technique used in iCENTRAL to reduce the size of the graph where the incremental computation is performed.
62e4d052-0890-5d26-bc5c-38d91fd99af5|Distributed Memory Implementation|The authors propose a distributed memory implementation of their algorithm, iCENTRAL, which addresses the load balancing challenge by dividing the nodes in set Q among the available machines and further dividing the assigned subset of Q among the cores of each machine. This approach allows for parallel processing of the workload, reducing the computational intensity and improving scalability.
0c552371-b496-5e2e-ae5b-193af341e884|Shared Memory Multi-Threaded Implementation|The authors also propose a shared memory multi-threaded implementation of iCENTRAL, which addresses the load balancing challenge by performing multiple breadth-first searches in parallel from different starting nodes. This approach allows for efficient utilization of multiple cores and reduces the computational intensity.
78e9db6c-22ab-5c80-9203-e46f883238be|Parallel iCENTRAL with Embarrassingly Parallel Implementation|The authors propose a parallel version of iCENTRAL that runs on multiple cores on one machine or on many machines. This solution addresses the communication overhead minimization challenge by performing many breadth-first searches from different starting nodes in parallel, with minimal synchronization at the beginning and end of the searches.
100cc070-f034-5df8-aa66-a16ccc9406db|Deterministic Low Diameter Decompositions|The authors propose a deterministic low diameter decomposition algorithm to address the scalability challenges in graph processing. This algorithm is designed to efficiently handle large-scale graphs by partitioning the graph into smaller subgraphs with low diameter, allowing for faster processing and reduced memory requirements.
c4c1f301-46c8-587a-8f12-77b8cb4e248e|Sparse Neighborhood Covers|The authors propose a sparse neighborhood cover algorithm to address the scalability challenges in graph processing. This algorithm is designed to efficiently cover the graph with a small number of sparse subgraphs, allowing for faster processing and reduced memory requirements.
1dd7be9c-e2d6-5ebc-87c6-573fa7b72051|High Girth Cycle Decompositions|The authors propose a high girth cycle decomposition algorithm to address the scalability challenges in graph processing. This algorithm is designed to efficiently decompose the graph into cycles with high girth, allowing for faster processing and reduced memory requirements.
df796705-e47a-58e2-85b1-e381fb214900|Iterated Path Count Flows|The authors propose an iterated path count flow algorithm to address the scalability challenges in graph processing. This algorithm is designed to efficiently process the graph by iteratively counting the number of paths between nodes, allowing for faster processing and reduced memory requirements.
2dab6d53-0265-53a8-a203-927f8080718b|Length Constrained Cutmatches|The authors propose a length constrained cutmatch algorithm to address the scalability challenges in graph processing. This algorithm is designed to efficiently find the maximum flow between two nodes in a graph with length constraints, allowing for faster processing and reduced memory requirements.
734980ed-9b14-54f0-ba5f-8422afbfb21c|Deterministic CONGEST Algorithm|The authors propose a deterministic CONGEST algorithm to address the scalability challenges in graph processing. This algorithm is designed to efficiently process the graph in a distributed manner, allowing for faster processing and reduced memory requirements.
37fa7004-84c0-502f-9c74-01c8dbff5bcb|Multi-Commodity Length Constrained Cutmatches|The authors propose a multi-commodity length constrained cutmatch algorithm to address the scalability challenges in graph processing. This algorithm is designed to efficiently find the maximum flow between multiple pairs of nodes in a graph with length constraints, allowing for faster processing and reduced memory requirements.
2b50953b-0746-5605-a732-836f97a6bf60|Batched Multiplicative Weights|The authors propose a batched multiplicative weights algorithm to address the scalability challenges in graph processing. This algorithm is designed to efficiently process the graph by iteratively updating the weights of the edges, allowing for faster processing and reduced memory requirements.
b778927f-4c99-5652-a451-4e250fdb157b|Deterministic Parallel Algorithm|The authors propose a deterministic parallel algorithm to address the scalability challenges in graph processing. This algorithm is designed to efficiently process the graph in parallel, allowing for faster processing and reduced memory requirements.
2e5de526-8d01-59e3-8113-55d2851ae982|Randomized CONGEST Algorithm|The authors propose a randomized CONGEST algorithm to address the scalability challenges in graph processing. This algorithm is designed to efficiently process the graph in a distributed manner, allowing for faster processing and reduced memory requirements.
e361be22-fb97-5011-a759-6e6f9f00e571|Deterministic CONGEST Algorithm with High Probability|The authors propose a deterministic CONGEST algorithm with high probability to address the scalability challenges in graph processing. This algorithm is designed to efficiently process the graph in a distributed manner, allowing for faster processing and reduced memory requirements.
1a29c4fc-459a-5dcc-b74a-e53f5ac41a99|Length Constrained Flow Algorithm|The authors propose a length constrained flow algorithm to address the scalability challenges in graph processing. This algorithm is designed to efficiently find the maximum flow between two nodes in a graph with length constraints, allowing for faster processing and reduced memory requirements.
64015909-72d1-5087-925d-bd4a4737e8a3|Maximal Disjoint Path Algorithm|The authors propose a maximal disjoint path algorithm to address the scalability challenges in graph processing. This algorithm is designed to efficiently find the maximum number of disjoint paths between two nodes in a graph, allowing for faster processing and reduced memory requirements.
54001cf3-79c9-5d61-94b9-12cb922c5e03|Maximum Disjoint Path Algorithm|The authors propose a maximum disjoint path algorithm to address the scalability challenges in graph processing. This algorithm is designed to efficiently find the maximum number of disjoint paths between two nodes in a graph, allowing for faster processing and reduced memory requirements.
a165b4ad-d737-52b7-a549-257407eb1a5d|Deterministic Expander Decomposition Algorithm|The authors propose a deterministic expander decomposition algorithm to address the scalability challenges in graph processing. This algorithm is designed to efficiently decompose the graph into expanders, allowing for faster processing and reduced memory requirements.
908e20a1-d431-5afd-9081-f0f742402892|Cycle Cover|The authors propose a solution called Cycle Cover to address the load balancing challenge. This solution involves computing a cycle cover of a graph, which can be used to distribute the workload evenly across processing units.
98f1496d-8a77-5cd3-be1c-1e1083d77574|Distributed Algorithm for Length-Constrained Flows|The authors propose a solution called Distributed Algorithm for Length-Constrained Flows to address the load balancing challenge. This solution involves computing a length-constrained flow in a distributed graph processing system.
23c704eb-c73e-5621-aaf9-c76883d6c0a3|Length-Constrained Cutmatches|The authors propose the use of length-constrained cutmatches to minimize communication overhead. This approach involves computing a low-congestion h-length collection of paths between two sets of nodes and certifying that there is no low-congestion way of extending the current collection of paths with a moving cut.
faea7e0e-4b19-55e8-8c66-1fe4a52a5c75|Distributed Expander Decompositions|The authors propose the use of distributed expander decompositions to minimize communication overhead. This approach involves decomposing a graph into expanders and then using these expanders to compute a near-optimal flow.
32b27183-75e1-5f26-9274-cef7fd6fe738|Overapproximating Directed Acyclic Graph (ODAG)|ODAG is a data structure used to compress embeddings and make it possible to mine large graphs that would otherwise be too large to fit in memory. ODAGs store embeddings as sequences of numbers representing vertex or edge ids, and use arrays to encode the relationships between these sequences. This allows for a more compact representation of the embeddings, reducing memory costs. The paper shows that ODAGs can reduce memory cost by several orders of magnitude, even in relatively small graphs such as CiteSeer. Removing ODAGs can increase execution time up to 4 times in some experiments.
1c72d8ed-0dbe-540c-b5db-c1ce85c10c37|Two-Level Pattern Aggregation|This solution is an optimization technique for pattern-based aggregation, which is a common operation in graph mining algorithms. The first level of aggregation occurs based on what the authors call 
90ba74df-6b80-5b29-94ca-d3381c621464|Coordination-Free Exploration Strategy|This solution addresses the load balancing challenge by allowing workers to explore the graph independently without the need for coordination. This approach reduces the communication overhead and allows workers to focus on exploring the graph, resulting in improved load balancing.
7e66b4fe-7db5-5846-9e85-524e87eb809e|Embedding Partitioning|This solution addresses the load balancing challenge by partitioning the embeddings among workers in a way that minimizes the load imbalance. This approach ensures that each worker has a similar number of embeddings to process, resulting in improved load balancing.
b2fb294a-049c-5182-9ed7-f8b5807333ee|ODAG-Based Embedding Storage|This solution addresses the load balancing challenge by storing embeddings in a compact and efficient manner using ODAGs. This approach reduces the memory requirements and improves the performance of the system, resulting in improved load balancing.
9dfbd77d-b9cb-541e-9b34-a9c67e8273d3|Ordered Directed Acyclic Graphs (ODAGs)|This solution addresses the communication overhead minimization challenge by compressing embeddings and reducing the number of messages exchanged between workers. ODAGs are used to store and partition embeddings ef ciently, resulting in lower serialization costs and less overhead due to garbage collection.
50e250a3-848d-5566-a112-2551d22bec70|Distributed Random Walk Algorithm|The authors propose a distributed algorithm to compute random walk betweenness centrality in linear time. This solution addresses the scalability challenges by utilizing a distributed approach, where each node in the network only needs to communicate with its neighbors, reducing the overall communication overhead.
3b1bad79-380e-5187-a81f-cba67f0cb0b8|Random Walk Simulation with Bounded Length Constraint|The authors propose a solution to minimize communication overhead by simulating random walks with a bounded length constraint. This approach reduces the number of messages exchanged between nodes, as each node only needs to maintain a limited number of random walks.
66a9c01f-36f3-50f9-a354-05b414deb09d|Distributed Random Walk Computation with O(log n) Random Walks|The authors propose a solution to minimize communication overhead by distributing the random walk computation among nodes, where each node maintains only O(log n) random walks.
3125e2ef-6827-50b4-aab3-243fcbedafa5|Count Aggregation with Degree Normalization|The authors propose a solution to minimize communication overhead by aggregating counts of random walks at each node and normalizing them by the node’s degree.
426be1c2-82ac-55b8-9ea7-d266ad8e8481|Hybridization|The authors propose a hybridization technique that combines the D-stepping algorithm with the Bellman-Ford algorithm to reduce the number of iterative steps and improve scalability.
ed361f9d-55d8-5fab-8335-90a80d88b337|Pruning|The authors propose a pruning technique that reduces the number of relaxations by avoiding redundant relaxations and focusing on long edges.
15eecaa9-6df5-562b-b39a-c873ea28b5e1|Load Balancing|The authors propose a load balancing technique that distributes the load of processing heavy-degree vertices across multiple threads and nodes.
85536a41-e870-5535-8869-5821285eb8c6|Inner-Outer Short (IOS) Heuristic|The authors propose an IOS heuristic that reduces the number of short edge relaxations by classifying short edges into inner and outer edges.
37b93049-f215-5ca2-aa95-ece199126422|Inter-Node Vertex Splitting|The authors propose an inter-node vertex splitting technique that splits heavy-degree vertices across multiple nodes to reduce load imbalance.
94174a9a-cfdf-5cc3-b7ad-19b7104fbacb|Intra-Node Thread-Level Load Balancing|The authors propose an intra-node thread-level load balancing technique that distributes the load of processing vertices across multiple threads within a node.
